"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation","page_url"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Arma ","601 E Washington Street","Arma","Kansas","66712","US","<MISSING>","6203474033","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am–5:00 pmTuesday: 9:00 am–6:00 pmWednesday: 8:00 am–5:00 pmThursday: 8:00 am–5:00 pmFriday: 8:00 am–5:00 pm","https://freemanhealth.com/location/community-health-center-of-southeast-kansas-arma"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Coffeyville "," 801 West 8th Street","Coffeyville","Kansas","67337","US","<MISSING>","620-251-4300","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am–5:00 pmTuesday: 8:00 am–5:00 pmWednesday: 8:00 am–5:00 pmThursday: 8:00 am–7:00 pmFriday: 8:00 am–5:00 pmSaturday: 9:00 am–3:00 pm","https://freemanhealth.com/location/community-health-center-of-southeast-kansas-coffeyville"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Fort Scott ","1624 South National","Fort","Scott,","Kansas","CA","<MISSING>","620-223-8428","Family Medicine","<MISSING>","<MISSING>","Monday: 7:00 am–7:00 pmTuesday: 7:00 am–7:00 pmWednesday: 7:00 am–7:00 pmThursday: 7:00 am–7:00 pmFriday: 7:00 am–7:00 pmSaturday: 7:00 am–7:00 pmSunday: 7:00 am–7:00 pm","https://freemanhealth.com/location/community-health-center-of-southeast-kansas-fort-scott"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Mound City ","302 North 1st Street","Mound","CIty,","Kansas","CA","<MISSING>","913-795-2203","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am–5:00 pmTuesday: 8:00 am–5:00 pmWednesday: 8:00 am–5:00 pmThursday: 8:00 am–5:00 pmFriday: 8:00 am–5:00 pm","https://freemanhealth.com/location/community-health-center-of-southeast-kansas-mound-city"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Pleasanton ","11155 Tucker Road","Pleasanton","Kansas","66075","US","<MISSING>","913-352-8379","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/community-health-center-of-southeast-kansas-pleasanton"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Baxter Springs ","2990 Military Avenue","Baxter","Springs,","Kansas","CA","<MISSING>","620-856-2900","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/community-health-center-of-southeast-kansas-baxter-springs"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Columbus ","120 West Sycamore Street","Columbus","Kansas","66725","US","<MISSING>","620-429-2101","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/community-health-center-of-southeast-kansas-columbus"
"https://freemanhealth.com"," Community Health Center of Southeast Kansas - Fort Scott Medical Clinic ","401 Woodland Hills Boulevard","Fort","Scott,","Kansas","CA","<MISSING>","620-223-8040","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/node/341"
"https://freemanhealth.com"," D'Amour Family Medicine ","1905 West 32nd StreetSuite 303","Joplin","Missouri","64804","US","<MISSING>","417-782-4100","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/node/346"
"https://freemanhealth.com"," Dental Care Center ","2101 South Jackson Avenue","Joplin","Missouri","64804","US","<MISSING>","417-781-1550","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/node/356"
"https://freemanhealth.com"," Downstream Casino Resort ","69300 East Nee Road","Quapaw","Oklahoma","74363","US","<MISSING>","918-919-6000","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/node/3476"
"https://freemanhealth.com"," Ferguson Medical Laboratory ","1801 West 32nd StreetBuilding B, Suite 101","Joplin","Missouri","64804","US","<MISSING>","417-347-1111","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/node/371"
"https://freemanhealth.com"," Freeman Carl Junction Family Medicine ","104 South Main St.","Carl","Junction,","Missouri","CA","<MISSING>","417-347-8656","Family Medicine","<MISSING>","<MISSING>","Monday: 8:30 am – 4:30 pmTuesday: 8:30 am – 4:30 pmWednesday: 8:30 am – 4:30 pmThursday: 8:30 am – 4:30 pmFriday: 8:30 am – 12:00 pm","https://freemanhealth.com/location/freeman-carl-junction-family-medicine"
"https://freemanhealth.com"," Freeman Clinic of Anderson ","501 Park Street","Anderson","Missouri","64831","US","<MISSING>","417-845-0545","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 3:00 pm","https://freemanhealth.com/location/freeman-clinic-of-anderson"
"https://freemanhealth.com"," Freeman Clinic of Baxter Springs ","322 East 11th Street","Baxter","Springs,","Kansas","CA","<MISSING>","620-856-2182","Family Medicine","<MISSING>","<MISSING>","Monday: 7:00 am - 4:00 pmTuesday: 7:00 am - 4:00 pmWednesday: 7:00 am - 4:00 pmThursday: 7:00 am - 4:00 pmFriday: 7:00 am - 11:00 am","https://freemanhealth.com/location/freeman-clinic-of-baxter-springs"
"https://freemanhealth.com"," Freeman Clinic of Carthage ","719 West Centennial Avenue","Carthage","Missouri","64836","US","<MISSING>","417-359-9502","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 5:00 pm","https://freemanhealth.com/location/freeman-clinic-of-carthage"
"https://freemanhealth.com"," Freeman Family Medicine ","3202 McIntosh CircleSuite 301","Joplin","Missouri","64804","US","<MISSING>","417-347-2540","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 12:00 pm","https://freemanhealth.com/location/freeman-family-medicine"
"https://freemanhealth.com"," Freeman Family Medicine Associates ","702 East 34th StreetSuite 202","Joplin","Missouri","64804","US","<MISSING>","417-347-2526","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 12:00 pm","https://freemanhealth.com/location/freeman-family-medicine-associates"
"https://freemanhealth.com"," Freeman Family Practice ","3202 McIntosh CircleSuite 302","Joplin","Missouri","64804","US","<MISSING>","417-347-8525","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 12:00 pm","https://freemanhealth.com/location/freeman-family-practice"
"https://freemanhealth.com"," Freeman Lamar Family Care ","307 West 11th StreetP.O. Box 86","Lamar","Missouri","64759","US","<MISSING>","417-682-3300","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 4:30 pmTuesday: 8:00 am - 4:30 pmWednesday: 8:00 am - 4:30 pmThursday: 8:00 am - 4:30 pmFriday: 8:00 am - 12:00 pm","https://freemanhealth.com/location/freeman-lamar-family-care"
"https://freemanhealth.com"," Freeman Learning Center ","3606 S. Indiana Ave.","Joplin","Missouri","64804","US","<MISSING>","417-347-1610","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/freeman-learning-center"
"https://freemanhealth.com"," Freeman Neosho Physician Group ","336 South Jefferson","Neosho","Missouri","64850","US","<MISSING>","417-455-4200","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 5:00 pm","https://freemanhealth.com/location/freeman-neosho-physician-group"
"https://freemanhealth.com"," Freeman Physician Group of Pittsburg ","1201 Centennial Drive","Pittsburg","Kansas","66762","US","<MISSING>","620-231-0958","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/freeman-physician-group-of-pittsburg"
"https://freemanhealth.com"," Freeman Seneca Family Medicine ","1606 Olive Street","Seneca","Missouri","64865","US","<MISSING>","417-776-5900","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am - 4:00 pmTuesday: 8:00 am - 4:00 pmWednesday: 8:00 am - 4:00 pmThursday: 8:00 am - 4:00 pmFriday: 8:00 am - 12:00 pm","https://freemanhealth.com/location/freeman-seneca-family-medicine"
"https://freemanhealth.com"," Lamar Neighborhood Care ","307 West 11th Street","Lamar","Missouri","64759","US","<MISSING>","417-682-3300","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/lamar-neighborhood-care"
"https://freemanhealth.com"," Michael Knapp, DO ","601 South Schifferdecker","Joplin","Missouri","64804","US","<MISSING>","417-781-1929","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/michael-knapp-do"
"https://freemanhealth.com"," Prime Care Family Medicine ","117 East Hickory Street","Neosho","Missouri","64850","US","<MISSING>","417-451-4545","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/prime-care-family-medicine"
"https://freemanhealth.com"," Seneca Neighborhood Care ","1606 Olive St.,","Seneca","Missouri","64865","US","<MISSING>","417-776-5900","Family Medicine","<MISSING>","<MISSING>","Monday: 8:00 am – 4:00 pmTuesday: 8:00 am – 4:00 pmWednesday: 8:00 am – 4:00 pmThursday: 8:00 am – 4:00 pmFriday 8:00 am – 12:00 pmClosed daily from 12:00 pm – 1:00 pm","https://freemanhealth.com/location/seneca-neighborhood-care"
"https://freemanhealth.com"," Stephen Bazzano, DO ","111 East 7th Street","Galena","Kansas","66739","US","<MISSING>","620-783-1358","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/stephen-bazzano-do"
"https://freemanhealth.com"," Sweeten Medical Clinic ","1606 Olive Street","Seneca","Missouri","64865","US","<MISSING>","417-317-4135","Family Medicine","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/sweeten-medical-clinic"
"https://freemanhealth.com"," C.H. Bentlage Building ","3202 McIntosh Circle","Joplin","Missouri","64804","US","<MISSING>","417-347-1111","First Care","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/ch-bentlage-building"
"https://freemanhealth.com"," Freeman First Care ","3202 McIntosh Circle DriveSuite 103","Joplin","Missouri","64804","US","<MISSING>","417-347-8200","First Care","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 5:00 pm","https://freemanhealth.com/location/freeman-first-care"
"https://freemanhealth.com"," Freeman Learning Center ","3606 S. Indiana Ave.","Joplin","Missouri","64804","US","<MISSING>","417-347-1610","First Care","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/freeman-learning-center"
"https://freemanhealth.com"," Allan Weston, MD ","198 Four State DriveSuite 6","Galena","Kansas","66739","US","<MISSING>","417-347-1111","Gastroenterology","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/allan-weston-md"
"https://freemanhealth.com"," Freeman Center for Digestive Health ","3333 McIntosh CircleSuite 3","Joplin","Missouri","64804","US","<MISSING>","417-347-8636","Gastroenterology","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am - 5:00 pm","https://freemanhealth.com/location/freeman-center-for-digestive-health"
"https://freemanhealth.com"," Freeman Gastroenterology ","1020 McIntosh CircleSuite 203","Joplin","Missouri","64804","US","<MISSING>","417-347-8025","Gastroenterology","<MISSING>","<MISSING>","Monday: 8:00 am - 5:00 pmTuesday: 8:00 am - 5:00 pmWednesday: 8:00 am - 5:00 pmThursday: 8:00 am - 5:00 pmFriday: 8:00 am -12:00 pm","https://freemanhealth.com/location/freeman-gastroenterology"
"https://freemanhealth.com"," Freeman Learning Center ","3606 S. Indiana Ave.","Joplin","Missouri","64804","US","<MISSING>","417-347-1610","Gastroenterology","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/freeman-learning-center"
"https://freemanhealth.com"," Freeman Neosho Hospital ","113 West Hickory Street","Neosho","Missouri","64850","US","<MISSING>","417-451-1234","Gastroenterology","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/freeman-neosho-hospital"
"https://freemanhealth.com"," Gastroenterology of the Four States, LLC ","2024 S Maiden Ln Ste 204, Joplin, MO, 64804Suite 204","Joplin","Missouri","64804","US","<MISSING>","417-222-3434","Gastroenterology","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/node/361"
"https://freemanhealth.com"," Joplin Neighborhood Care ","3333 McIntosh Circle Drive","Joplin","Missouri","64804","US","<MISSING>","<MISSING>","Gastroenterology","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/joplin-neighborhood-care"
"https://freemanhealth.com"," Ozark Gastroenterology, Inc. ","2216 East 32nd StreetSuite 103","Joplin","Missouri","64804","US","<MISSING>","417-623-5250","Gastroenterology","<MISSING>","<MISSING>","<MISSING>","https://freemanhealth.com/location/ozark-gastroenterology-inc"
